code5,selected_fpocket_number,overlap_score,pdb_id,chain_id,instance_id,rcsb_entity_id,rcsb30_cluster_id,mapping_status
4mm0A,1,0.6895,4MM0,A,4MM0.A,4MM0_1,RCSB30_305,mapped
4mm2B,3,0.6911,4MM2,B,4MM2.B,4MM2_1,RCSB30_10547,mapped
4mmpA,1,0.6027,4MMP,A,4MMP.A,4MMP_1,RCSB30_4042,mapped
4mn7B,1,0.9392,4MN7,B,4MN7.B,4MN7_1,RCSB30_91383,mapped
4mniA,2,1.0,4MNI,A,4MNI.A,4MNI_1,RCSB30_67147,mapped
4mnpA,1,0.707,4MNP,A,4MNP.A,4MNP_1,RCSB30_4042,mapped
4mo2A,1,0.6416,4MO2,A,4MO2.A,4MO2_1,RCSB30_4989,mapped
4mqjB,1,0.8603,4MQJ,B,4MQJ.B,4MQJ_2,RCSB30_70,mapped
4mrfA,2,0.8573,4MRF,A,4MRF.A,4MRF_1,RCSB30_3359,mapped
4mrtB,1,0.5636,4MRT,B,4MRT.B,4MRT_2,RCSB30_31439,mapped
4ms4A,2,0.9387,4MS4,A,4MS4.A,4MS4_1,RCSB30_4072,mapped
4mtlB,1,0.9296,4MTL,B,4MTL.B,4MTL_1,RCSB30_7828,mapped
4mttA,2,0.945,4MTT,A,4MTT.A,4MTT_1,RCSB30_8904,mapped
4muaA,1,0.533,4MUA,A,4MUA.A,4MUA_1,RCSB30_6061,mapped
4mvdE,1,0.8132,4MVD,E,4MVD.E,4MVD_1,RCSB30_13695,mapped
4mwhA,1,0.6988,4MWH,A,4MWH.A,4MWH_1,RCSB30_342,mapped
4mwzA,2,0.8049,4MWZ,A,4MWZ.A,4MWZ_1,RCSB30_10638,mapped
4mx6A,3,0.962,4MX6,A,4MX6.A,4MX6_1,RCSB30_8887,mapped
4mxbB,1,0.7069,4MXB,B,4MXB.B,,SINGLETON_4mxbB,missing_entity
4mxeA,1,0.9205,4MXE,A,4MXE.A,4MXE_1,RCSB30_43631,mapped
4mxoA,1,0.8583,4MXO,A,4MXO.A,4MXO_1,RCSB30_548,mapped
4mymA,1,1.0,4MYM,A,4MYM.A,4MYM_1,RCSB30_158808,mapped
4mysB,1,0.6968,4MYS,B,4MYS.B,4MYS_1,RCSB30_3213,mapped
4mzfB,1,0.4646,4MZF,B,4MZF.B,4MZF_2,RCSB30_1938,mapped
4mzvA,2,0.8512,4MZV,A,4MZV.A,4MZV_1,RCSB30_10258,mapped
4n03A,1,0.6125,4N03,A,4N03.A,4N03_1,RCSB30_210209,mapped
4n0iA,1,0.5527,4N0I,A,4N0I.A,4N0I_1,RCSB30_213,mapped
4n0qA,3,1.0,4N0Q,A,4N0Q.A,4N0Q_1,RCSB30_5022,mapped
4n17A,1,0.7395,4N17,A,4N17.A,4N17_1,RCSB30_4042,mapped
4n1bA,2,0.8967,4N1B,A,4N1B.A,4N1B_1,RCSB30_3167,mapped
4n23C,1,0.8066,4N23,C,4N23.C,4N23_1,RCSB30_69081,mapped
4n2qA,2,0.7543,4N2Q,A,4N2Q.A,4N2Q_1,RCSB30_39947,mapped
4n3wA,2,0.4217,4N3W,A,4N3W.A,4N3W_1,RCSB30_2729,mapped
4n54C,1,0.6895,4N54,C,4N54.C,4N54_1,RCSB30_13866,mapped
4n5fB,2,0.5491,4N5F,B,4N5F.B,4N5F_1,RCSB30_4707,mapped
4n5jB,2,0.8583,4N5J,B,4N5J.B,4N5J_2,RCSB30_256,mapped
4n5nA,1,0.6752,4N5N,A,4N5N.A,4N5N_1,RCSB30_1001,mapped
4n67A,1,0.8413,4N67,A,4N67.A,4N67_1,RCSB30_12798,mapped
4n71D,1,0.825,4N71,D,4N71.D,4N71_1,RCSB30_12764,mapped
4n73A,1,0.8967,4N73,A,4N73.A,4N73_1,RCSB30_9546,mapped
4n76B,3,0.8244,4N76,B,4N76.B,4N76_1,RCSB30_9454,mapped
4n8iA,1,0.6909,4N8I,A,4N8I.A,4N8I_1,RCSB30_6295,mapped
4n8yB,1,0.7455,4N8Y,B,4N8Y.B,4N8Y_1,RCSB30_4042,mapped
4na4C,2,0.9056,4NA4,C,4NA4.C,4NA4_1,RCSB30_5386,mapped
4nauB,1,0.8229,4NAU,B,4NAU.B,4NAU_1,RCSB30_137,mapped
4nawE,1,0.6547,4NAW,E,4NAW.E,4NAW_1,RCSB30_14079,mapped
4nb5B,1,0.8058,4NB5,B,4NB5.B,4NB5_1,RCSB30_66544,mapped
4nbdC,2,0.9419,4NBD,C,4NBD.C,4NBD_1,RCSB30_6857,mapped
4nbtA,1,0.8849,4NBT,A,4NBT.A,4NBT_1,RCSB30_708,mapped
4nbuA,1,0.9015,4NBU,A,4NBU.A,4NBU_1,RCSB30_1001,mapped
4nbwC,1,0.7656,4NBW,C,4NBW.C,4NBW_1,RCSB30_4106,mapped
4nd3B,1,0.9155,4ND3,B,4ND3.B,4ND3_1,RCSB30_598,mapped
4ndgA,2,0.818,4NDG,A,4NDG.A,4NDG_1,RCSB30_8592,mapped
4ndpA,1,0.96,4NDP,A,4NDP.A,4NDP_1,RCSB30_4128,mapped
4ndrB,1,0.9065,4NDR,B,4NDR.B,4NDR_2,RCSB30_4128,mapped
4nduA,1,1.0,4NDU,A,4NDU.A,4NDU_1,RCSB30_39306,mapped
4ne4A,1,0.8896,4NE4,A,4NE4.A,4NE4_1,RCSB30_16228,mapped
4neqA,1,0.5822,4NEQ,A,4NEQ.A,4NEQ_1,RCSB30_11582,mapped
4nf0G,2,0.8079,4NF0,G,4NF0.G,4NF0_1,RCSB30_8887,mapped
4nf1C,1,0.858,4NF1,C,4NF1.C,4NF1_1,RCSB30_5025,mapped
4nf9B,3,0.7599,4NF9,B,4NF9.B,4NF9_1,RCSB30_5886,mapped
4nftC,2,0.6693,4NFT,C,4NFT.C,4NFT_1,RCSB30_3636,mapped
4nfuA,1,0.454,4NFU,A,4NFU.A,4NFU_1,RCSB30_8723,mapped
4nfyB,3,0.6559,4NFY,B,4NFY.B,4NFY_1,RCSB30_1515,mapped
4ng4B,1,0.6166,4NG4,B,4NG4.B,4NG4_1,RCSB30_520,mapped
4nhdD,1,0.5684,4NHD,D,4NHD.D,4NHD_1,RCSB30_276,mapped
4nheB,1,0.767,4NHE,B,4NHE.B,4NHE_1,RCSB30_21268,mapped
4nhwA,2,0.8003,4NHW,A,4NHW.A,4NHW_1,RCSB30_76708,mapped
4nhyC,3,0.7921,4NHY,C,4NHY.C,4NHY_1,RCSB30_15004,mapped
4nhzK,1,0.7647,4NHZ,K,4NHZ.K,4NHZ_1,RCSB30_6734,mapped
4ni8C,1,0.775,4NI8,C,4NI8.C,4NI8_1,RCSB30_5165,mapped
4nidA,2,0.9412,4NID,A,4NID.A,4NID_1,RCSB30_5167,mapped
4nk1B,1,0.9015,4NK1,B,4NK1.B,4NK1_1,RCSB30_80210,mapped
4nk5D,1,0.7122,4NK5,D,4NK5.D,4NK5_1,RCSB30_1340,mapped
4nkbB,3,0.8618,4NKB,B,4NKB.B,4NKB_1,RCSB30_68939,mapped
4nkgA,1,1.0,4NKG,A,4NKG.A,4NKG_1,RCSB30_5660,mapped
4nl0A,2,0.9423,4NL0,A,4NL0.A,4NL0_1,RCSB30_79509,mapped
4nl5A,1,0.9542,4NL5,A,4NL5.A,4NL5_1,RCSB30_19968,mapped
4nl8B,2,0.7824,4NL8,B,4NL8.B,4NL8_2,RCSB30_6782,mapped
4nmeA,1,0.6276,4NME,A,4NME.A,4NME_1,RCSB30_2871,mapped
4nmkD,2,0.906,4NMK,D,4NMK.D,,SINGLETON_4nmkD,missing_entity
4nmlA,2,0.7623,4NML,A,4NML.A,4NML_1,RCSB30_2950,mapped
4nmpB,1,0.728,4NMP,B,4NMP.B,4NMP_1,RCSB30_5668,mapped
4nnbA,2,0.722,4NNB,A,4NNB.A,4NNB_1,RCSB30_38321,mapped
4nndC,2,0.7964,4NND,C,4NND.C,4NND_1,RCSB30_24589,mapped
4novA,1,0.6086,4NOV,A,4NOV.A,4NOV_1,RCSB30_6820,mapped
4npvA,1,0.6899,4NPV,A,4NPV.A,4NPV_1,RCSB30_11019,mapped
4nq3B,2,0.7583,4NQ3,B,4NQ3.B,4NQ3_1,RCSB30_5364,mapped
4nq8B,1,0.6394,4NQ8,B,4NQ8.B,4NQ8_1,RCSB30_20299,mapped
4nrsA,1,0.9707,4NRS,A,4NRS.A,4NRS_1,RCSB30_25949,mapped
4nruC,3,0.6785,4NRU,C,4NRU.C,4NRU_1,RCSB30_1726,mapped
4ns1A,2,0.6889,4NS1,A,4NS1.A,4NS1_1,RCSB30_2290,mapped
4ns3E,1,0.6412,4NS3,E,4NS3.E,4NS3_1,RCSB30_3468,mapped
4nt8A,1,0.7708,4NT8,A,4NT8.A,4NT8_1,RCSB30_630,mapped
4ntcA,1,0.894,4NTC,A,4NTC.A,4NTC_1,RCSB30_17632,mapped
4nteA,1,0.8316,4NTE,A,4NTE.A,4NTE_1,RCSB30_21962,mapped
4nu5B,1,0.8888,4NU5,B,4NU5.B,4NU5_1,RCSB30_2204,mapped
4nufA,1,0.7663,4NUF,A,4NUF.A,4NUF_1,RCSB30_33348,mapped
4nv1B,3,0.7809,4NV1,B,4NV1.B,4NV1_1,RCSB30_17457,mapped
4nv5B,1,0.9664,4NV5,B,4NV5.B,4NV5_1,RCSB30_26901,mapped
4nv7A,1,0.8532,4NV7,A,4NV7.A,4NV7_1,RCSB30_5537,mapped
4nwiA,1,0.6082,4NWI,A,4NWI.A,4NWI_1,RCSB30_5449,mapped
4nwzB,1,0.639,4NWZ,B,4NWZ.B,4NWZ_1,RCSB30_7964,mapped
4nx0B,2,0.862,4NX0,B,4NX0.B,4NX0_1,RCSB30_41266,mapped
4nx1A,1,0.5139,4NX1,A,4NX1.A,4NX1_1,RCSB30_55918,mapped
4nxqB,1,0.6525,4NXQ,B,4NXQ.B,4NXQ_1,RCSB30_25738,mapped
4nxuC,1,0.735,4NXU,C,4NXU.C,4NXU_1,RCSB30_9055,mapped
4nyeA,3,0.7489,4NYE,A,4NYE.A,4NYE_1,RCSB30_332,mapped
4nymC,1,0.8775,4NYM,C,4NYM.C,4NYM_3,RCSB30_1912,mapped
4nyzA,1,0.5797,4NYZ,A,4NYZ.A,4NYZ_1,RCSB30_388,mapped
4nz3A,1,0.772,4NZ3,A,4NZ3.A,4NZ3_1,RCSB30_13364,mapped
4nz6B,1,0.7765,4NZ6,B,4NZ6.B,4NZ6_1,RCSB30_19246,mapped
4nzgB,3,0.8642,4NZG,B,4NZG.B,4NZG_1,RCSB30_76828,mapped
4o0lA,1,0.7718,4O0L,A,4O0L.A,4O0L_1,RCSB30_1001,mapped
4o1mE,1,0.8422,4O1M,E,4O1M.E,4O1M_1,RCSB30_27375,mapped
4o25B,1,0.955,4O25,B,4O25.B,4O25_1,RCSB30_1427,mapped
4o29A,1,0.9243,4O29,A,4O29.A,4O29_1,RCSB30_1038,mapped
4o38B,1,0.7379,4O38,B,4O38.B,4O38_1,RCSB30_19953,mapped
4o3vB,2,0.6333,4O3V,B,4O3V.B,4O3V_1,RCSB30_93496,mapped
4o48B,1,0.6128,4O48,B,4O48.B,4O48_1,RCSB30_7055,mapped
4o4jF,1,0.6698,4O4J,F,4O4J.F,4O4J_4,RCSB30_595,mapped
4o4sB,1,0.6637,4O4S,B,4O4S.B,4O4S_1,RCSB30_9870,mapped
4o4yB,1,0.8504,4O4Y,B,4O4Y.B,4O4Y_2,RCSB30_1,mapped
4o61A,1,0.8537,4O61,A,4O61.A,4O61_1,RCSB30_10867,mapped
4o67A,1,0.7587,4O67,A,4O67.A,4O67_1,RCSB30_1187,mapped
4o6lB,1,0.8285,4O6L,B,4O6L.B,4O6L_1,RCSB30_2666,mapped
4o6rA,1,0.9737,4O6R,A,4O6R.A,4O6R_1,RCSB30_3171,mapped
4o6sA,1,0.9527,4O6S,A,4O6S.A,4O6S_1,RCSB30_3868,mapped
4o6zC,2,0.9352,4O6Z,C,4O6Z.C,4O6Z_1,RCSB30_4063,mapped
4o7pB,1,0.9062,4O7P,B,4O7P.B,4O7P_1,RCSB30_8535,mapped
4o7uD,1,0.6121,4O7U,D,4O7U.D,4O7U_1,RCSB30_121,mapped
4o7zA,1,0.8735,4O7Z,A,4O7Z.A,4O7Z_1,RCSB30_2851,mapped
4o8jA,1,0.4725,4O8J,A,4O8J.A,4O8J_1,RCSB30_2050,mapped
4o8mB,1,0.604,4O8M,B,4O8M.B,4O8M_1,RCSB30_25618,mapped
4o8oA,1,0.8598,4O8O,A,4O8O.A,4O8O_1,RCSB30_9700,mapped
4o9cC,2,0.8531,4O9C,C,4O9C.C,4O9C_1,RCSB30_733,mapped
4oa4A,3,0.7853,4OA4,A,4OA4.A,4OA4_1,RCSB30_8887,mapped
4obuF,2,0.9114,4OBU,F,4OBU.F,4OBU_1,RCSB30_12824,mapped
4obwD,1,0.9608,4OBW,D,4OBW.D,4OBW_1,RCSB30_310,mapped
4obyA,1,0.6623,4OBY,A,4OBY.A,4OBY_1,RCSB30_1500,mapped
4obzD,1,0.4017,4OBZ,D,4OBZ.D,4OBZ_2,RCSB30_464,mapped
4ocaA,1,0.7141,4OCA,A,4OCA.A,4OCA_1,RCSB30_1784,mapped
4ocqA,1,0.651,4OCQ,A,4OCQ.A,4OCQ_1,RCSB30_19636,mapped
4oe4B,1,0.9305,4OE4,B,4OE4.B,4OE4_1,RCSB30_3468,mapped
4oeoC,1,0.7571,4OEO,C,4OEO.C,4OEO_1,RCSB30_6476,mapped
4oesA,3,0.8551,4OES,A,4OES.A,4OES_1,RCSB30_4961,mapped
4ofkA,2,0.5491,4OFK,A,4OFK.A,4OFK_1,RCSB30_18088,mapped
4og2B,2,1.0,4OG2,B,4OG2.B,4OG2_1,RCSB30_24225,mapped
4oh4B,1,0.9166,4OH4,B,4OH4.B,4OH4_1,RCSB30_4604,mapped
4ohnA,3,0.889,4OHN,A,4OHN.A,4OHN_1,RCSB30_2342,mapped
4ohtB,2,0.8481,4OHT,B,4OHT.B,4OHT_1,RCSB30_5265,mapped
4oi4A,1,0.7457,4OI4,A,4OI4.A,4OI4_1,RCSB30_19177,mapped
4oj9A,2,1.0,4OJ9,A,4OJ9.A,4OJ9_1,RCSB30_1532,mapped
4ojmA,2,0.6921,4OJM,A,4OJM.A,4OJM_1,RCSB30_11643,mapped
4ojvA,1,0.5007,4OJV,A,4OJV.A,4OJV_1,RCSB30_60787,mapped
4ojzA,1,0.6676,4OJZ,A,4OJZ.A,4OJZ_1,RCSB30_21885,mapped
4okkA,1,0.7851,4OKK,A,4OKK.A,4OKK_1,RCSB30_20829,mapped
4okmB,1,0.5528,4OKM,B,4OKM.B,4OKM_1,RCSB30_10088,mapped
4oknH,1,0.9009,4OKN,H,4OKN.H,4OKN_1,RCSB30_319,mapped
4ol9A,1,0.6899,4OL9,A,4OL9.A,4OL9_1,RCSB30_38062,mapped
4olkA,1,0.8828,4OLK,A,4OLK.A,4OLK_1,RCSB30_56519,mapped
4oltA,1,0.6286,4OLT,A,4OLT.A,4OLT_1,RCSB30_19399,mapped
4om8A,2,0.8052,4OM8,A,4OM8.A,4OM8_1,RCSB30_7849,mapped
4omcD,2,0.6717,4OMC,D,4OMC.D,4OMC_1,RCSB30_2767,mapped
4omfC,1,0.8937,4OMF,C,4OMF.C,4OMF_3,RCSB30_9207,mapped
4omgB,2,0.5567,4OMG,B,4OMG.B,4OMG_1,RCSB30_10755,mapped
4oniA,1,0.8031,4ONI,A,4ONI.A,4ONI_1,RCSB30_3646,mapped
4onjA,1,0.7295,4ONJ,A,4ONJ.A,4ONJ_1,RCSB30_30449,mapped
4ontC,1,0.9598,4ONT,C,4ONT.C,4ONT_1,RCSB30_2966,mapped
4oo6A,1,0.6941,4OO6,A,4OO6.A,4OO6_1,RCSB30_3603,mapped
4oouB,1,0.7414,4OOU,B,4OOU.B,4OOU_1,RCSB30_29973,mapped
4oqgB,1,0.9683,4OQG,B,4OQG.B,4OQG_1,RCSB30_945,mapped
4oqqB,1,0.8267,4OQQ,B,4OQQ.B,4OQQ_1,RCSB30_36812,mapped
4oqsA,1,0.7463,4OQS,A,4OQS.A,4OQS_1,RCSB30_305,mapped
4oqyA,1,0.674,4OQY,A,4OQY.A,4OQY_1,RCSB30_2438,mapped
4or6A,1,0.9004,4OR6,A,4OR6.A,4OR6_1,RCSB30_1053,mapped
4osfA,1,0.8412,4OSF,A,4OSF.A,4OSF_1,RCSB30_1470,mapped
4ot7A,1,0.8449,4OT7,A,4OT7.A,4OT7_1,RCSB30_1103,mapped
4oteA,1,0.4857,4OTE,A,4OTE.A,4OTE_1,RCSB30_2785,mapped
4otuB,2,0.4035,4OTU,B,4OTU.B,4OTU_2,RCSB30_4904,mapped
4ov9A,2,0.9307,4OV9,A,4OV9.A,4OV9_1,RCSB30_117,mapped
4ovaC,3,1.0,4OVA,C,4OVA.C,4OVA_1,RCSB30_6982,mapped
4ovqA,1,0.455,4OVQ,A,4OVQ.A,4OVQ_1,RCSB30_4042,mapped
4ovrB,3,0.755,4OVR,B,4OVR.B,4OVR_1,RCSB30_4042,mapped
4ovsB,1,0.5626,4OVS,B,4OVS.B,4OVS_1,RCSB30_25618,mapped
4ovtB,1,0.7298,4OVT,B,4OVT.B,4OVT_1,RCSB30_25618,mapped
4owkE,2,0.932,4OWK,E,4OWK.E,4OWK_1,RCSB30_45909,mapped
4oxdA,1,0.7646,4OXD,A,4OXD.A,4OXD_1,RCSB30_31364,mapped
4oxiA,1,0.5217,4OXI,A,4OXI.A,4OXI_1,RCSB30_217907,mapped
4oxxA,1,0.9435,4OXX,A,4OXX.A,4OXX_1,RCSB30_980,mapped
4oz9A,2,0.8739,4OZ9,A,4OZ9.A,4OZ9_1,RCSB30_1569,mapped
4ozjA,1,0.7919,4OZJ,A,4OZJ.A,4OZJ_1,RCSB30_1670,mapped
4ozvA,1,0.568,4OZV,A,4OZV.A,4OZV_1,RCSB30_5047,mapped
4p04B,3,0.9316,4P04,B,4P04.B,4P04_1,RCSB30_16465,mapped
4p0aC,2,0.8559,4P0A,C,4P0A.C,4P0A_1,RCSB30_5937,mapped
4p1lB,1,0.5587,4P1L,B,4P1L.B,4P1L_1,RCSB30_4042,mapped
4p1wC,3,0.6215,4P1W,C,4P1W.C,4P1W_3,RCSB30_17917,mapped
4p32A,2,0.8832,4P32,A,4P32.A,4P32_1,RCSB30_3737,mapped
4p3nD,1,0.9126,4P3N,D,4P3N.D,4P3N_1,RCSB30_2753,mapped
4p3wF,2,0.4851,4P3W,F,4P3W.F,4P3W_1,RCSB30_2348,mapped
4p4lC,1,0.8029,4P4L,C,4P4L.C,4P4L_1,RCSB30_28931,mapped
4p4mA,1,0.554,4P4M,A,4P4M.A,4P4M_1,RCSB30_21164,mapped
4p4sA,1,0.9402,4P4S,A,4P4S.A,4P4S_1,RCSB30_1563,mapped
4p53A,1,0.803,4P53,A,4P53.A,4P53_1,RCSB30_22860,mapped
4p54A,1,0.9418,4P54,A,4P54.A,4P54_1,RCSB30_703,mapped
4p56C,1,0.7596,4P56,C,4P56.C,4P56_1,RCSB30_181264,mapped
4p57C,3,0.8612,4P57,C,4P57.C,4P57_1,RCSB30_542,mapped
4p5fB,1,0.7541,4P5F,B,4P5F.B,4P5F_1,RCSB30_57781,mapped
4p5hJ,2,0.7961,4P5H,J,4P5H.J,4P5H_2,RCSB30_7739,mapped
4p63A,2,0.5222,4P63,A,4P63.A,,SINGLETON_4p63A,missing_entity
4p6rA,1,0.9171,4P6R,A,4P6R.A,4P6R_1,RCSB30_3121,mapped
4p6xC,1,1.0,4P6X,C,4P6X.C,4P6X_1,RCSB30_2175,mapped
4p7aA,1,0.7539,4P7A,A,4P7A.A,4P7A_1,RCSB30_6313,mapped
4p7bB,3,0.9179,4P7B,B,4P7B.B,4P7B_1,RCSB30_350,mapped
4p85A,1,0.7255,4P85,A,4P85.A,4P85_1,RCSB30_20143,mapped
4p86A,1,0.6955,4P86,A,4P86.A,4P86_1,RCSB30_1004,mapped
4p8bA,3,1.0,4P8B,A,4P8B.A,4P8B_1,RCSB30_4042,mapped
4pahA,1,0.5781,4PAH,A,4PAH.A,4PAH_1,RCSB30_1984,mapped
4panA,1,0.6301,4PAN,A,4PAN.A,4PAN_1,RCSB30_52,mapped
4pb3A,1,0.8655,4PB3,A,4PB3.A,4PB3_1,RCSB30_12969,mapped
4pbgB,1,0.6461,4PBG,B,4PBG.B,4PBG_1,RCSB30_789,mapped
4pbhA,3,0.6642,4PBH,A,4PBH.A,4PBH_1,RCSB30_47069,mapped
4pc1C,2,0.49,4PC1,C,4PC1.C,4PC1_2,RCSB30_41,mapped
4pcaD,1,0.9322,4PCA,D,4PCA.D,4PCA_1,RCSB30_49481,mapped
4pcdA,1,0.6216,4PCD,A,4PCD.A,4PCD_1,RCSB30_20299,mapped
4pd4I,1,0.4298,4PD4,I,4PD4.I,4PD4_9,RCSB30_1097,mapped
4pdhA,1,0.7642,4PDH,A,4PDH.A,4PDH_1,RCSB30_20299,mapped
4pdsB,3,0.8318,4PDS,B,4PDS.B,4PDS_1,RCSB30_8408,mapped
4pdyA,1,0.5558,4PDY,A,4PDY.A,4PDY_1,RCSB30_174984,mapped
4pe6A,1,0.6651,4PE6,A,4PE6.A,4PE6_1,RCSB30_175816,mapped
4pe8A,1,0.5897,4PE8,A,4PE8.A,4PE8_1,RCSB30_2804,mapped
4pehG,3,0.5795,4PEH,G,4PEH.G,4PEH_1,RCSB30_19292,mapped
4pevA,1,0.8793,4PEV,A,4PEV.A,4PEV_1,RCSB30_47503,mapped
4pf8B,1,0.5398,4PF8,B,4PF8.B,4PF8_1,RCSB30_4042,mapped
4pfpB,1,0.4917,4PFP,B,4PFP.B,4PFP_1,RCSB30_1732,mapped
4pfrA,2,0.7217,4PFR,A,4PFR.A,4PFR_1,RCSB30_25618,mapped
4pfuB,2,0.7883,4PFU,B,4PFU.B,4PFU_1,RCSB30_20988,mapped
4pfyB,1,0.7247,4PFY,B,4PFY.B,4PFY_1,RCSB30_20988,mapped
4pg0A,1,0.8134,4PG0,A,4PG0.A,4PG0_1,RCSB30_7531,mapped
4pgcB,1,0.4264,4PGC,B,4PGC.B,4PGC_2,RCSB30_18,mapped
4pghC,3,0.7473,4PGH,C,4PGH.C,4PGH_1,RCSB30_1093,mapped
4pgnB,2,0.9686,4PGN,B,4PGN.B,4PGN_1,RCSB30_41304,mapped
4ph7B,1,0.8792,4PH7,B,4PH7.B,4PH7_1,RCSB30_12671,mapped
4phcA,1,0.7552,4PHC,A,4PHC.A,4PHC_1,RCSB30_2949,mapped
4phhC,1,0.9112,4PHH,C,4PHH.C,4PHH_1,RCSB30_3080,mapped
4phlA,1,0.8999,4PHL,A,4PHL.A,4PHL_1,RCSB30_6151,mapped
4phrA,1,0.7321,4PHR,A,4PHR.A,4PHR_1,RCSB30_31099,mapped
4phtF,1,0.5193,4PHT,F,4PHT.F,4PHT_2,RCSB30_8192,mapped
4pinB,3,0.91,4PIN,B,4PIN.B,4PIN_1,RCSB30_9646,mapped
4piqA,1,0.7008,4PIQ,A,4PIQ.A,4PIQ_1,RCSB30_19883,mapped
4pj1I,2,0.8418,4PJ1,I,4PJ1.I,4PJ1_1,RCSB30_34,mapped
4pj5A,2,0.8297,4PJ5,A,4PJ5.A,4PJ5_1,RCSB30_63,mapped
4pknE,1,0.9195,4PKN,E,4PKN.E,4PKN_1,RCSB30_34,mapped
4pkwA,1,0.4471,4PKW,A,4PKW.A,4PKW_1,RCSB30_7122,mapped
4pl1A,1,0.9068,4PL1,A,4PL1.A,4PL1_1,RCSB30_403,mapped
4pl6A,1,1.0,4PL6,A,4PL6.A,4PL6_1,RCSB30_15397,mapped
4pl9A,1,0.6934,4PL9,A,4PL9.A,4PL9_1,RCSB30_61827,mapped
4plwB,1,0.7946,4PLW,B,4PLW.B,4PLW_1,RCSB30_598,mapped
4plyA,1,0.8495,4PLY,A,4PLY.A,4PLY_1,RCSB30_598,mapped
4plzA,1,0.8026,4PLZ,A,4PLZ.A,4PLZ_1,RCSB30_598,mapped
4pmdA,1,0.5588,4PMD,A,4PMD.A,4PMD_1,RCSB30_4805,mapped
4pmzA,1,0.962,4PMZ,A,4PMZ.A,4PMZ_1,RCSB30_28903,mapped
4pnfD,1,0.804,4PNF,D,4PNF.D,4PNF_1,RCSB30_2104,mapped
4pngB,1,0.7749,4PNG,B,4PNG.B,4PNG_1,RCSB30_2104,mapped
4pnoA,2,0.4226,4PNO,A,4PNO.A,4PNO_1,RCSB30_1260,mapped
4po2A,1,0.6757,4PO2,A,4PO2.A,4PO2_1,RCSB30_140,mapped
4pooA,1,0.8969,4POO,A,4POO.A,4POO_1,RCSB30_14512,mapped
4powA,2,0.7244,4POW,A,4POW.A,4POW_1,RCSB30_2617,mapped
4pq9B,1,0.6586,4PQ9,B,4PQ9.B,4PQ9_1,RCSB30_26425,mapped
4pqaA,2,0.8542,4PQA,A,4PQA.A,4PQA_1,RCSB30_397,mapped
4pr3B,2,0.7583,4PR3,B,4PR3.B,4PR3_1,RCSB30_45677,mapped
4prhA,3,0.5969,4PRH,A,4PRH.A,4PRH_1,RCSB30_171,mapped
4prlB,2,0.6671,4PRL,B,4PRL.B,4PRL_1,RCSB30_3379,mapped
4psgA,1,0.4998,4PSG,A,4PSG.A,4PSG_1,RCSB30_121,mapped
4pshB,1,0.9661,4PSH,B,4PSH.B,4PSH_1,RCSB30_5360,mapped
4psxE,2,0.5206,4PSX,E,4PSX.E,4PSX_2,RCSB30_1181,mapped
4pt3A,1,0.6667,4PT3,A,4PT3.A,,SINGLETON_4pt3A,missing_entity
4ptxB,1,0.6574,4PTX,B,4PTX.B,4PTX_1,RCSB30_789,mapped
4pu5A,1,0.633,4PU5,A,4PU5.A,4PU5_1,RCSB30_47613,mapped
4pu6B,2,0.8215,4PU6,B,4PU6.B,4PU6_2,RCSB30_8797,mapped
4pueA,1,0.7699,4PUE,A,4PUE.A,4PUE_1,RCSB30_3592,mapped
4pv6K,1,0.8005,4PV6,K,4PV6.K,4PV6_1,RCSB30_73058,mapped
4pvdA,1,0.7742,4PVD,A,4PVD.A,4PVD_1,RCSB30_5521,mapped
4pviA,1,0.8104,4PVI,A,4PVI.A,4PVI_1,RCSB30_22338,mapped
4pvrA,2,0.9378,4PVR,A,4PVR.A,4PVR_1,RCSB30_7055,mapped
4pw3D,1,0.9004,4PW3,D,4PW3.D,4PW3_1,RCSB30_33054,mapped
4pw4A,12,0.5301,4PW4,A,4PW4.A,4PW4_1,RCSB30_1529,mapped
4pwaB,1,0.9007,4PWA,B,4PWA.B,4PWA_1,RCSB30_85511,mapped
4pwcA,1,0.733,4PWC,A,4PWC.A,4PWC_1,RCSB30_1346,mapped
4px1A,3,0.9156,4PX1,A,4PX1.A,4PX1_1,RCSB30_977,mapped
4px7A,1,0.6008,4PX7,A,4PX7.A,4PX7_1,RCSB30_21242,mapped
4px9C,1,0.8767,4PX9,C,4PX9.C,4PX9_1,RCSB30_5451,mapped
4pxbB,3,0.8833,4PXB,B,4PXB.B,4PXB_1,RCSB30_3798,mapped
4pxdB,2,0.7448,4PXD,B,4PXD.B,4PXD_1,RCSB30_3798,mapped
4pxlB,1,0.9663,4PXL,B,4PXL.B,4PXL_2,RCSB30_68,mapped
4pxnA,2,0.7536,4PXN,A,4PXN.A,4PXN_1,RCSB30_68,mapped
4py6B,2,0.8924,4PY6,B,4PY6.B,4PY6_1,RCSB30_57378,mapped
4pyhA,1,0.7363,4PYH,A,4PYH.A,4PYH_1,RCSB30_29214,mapped
4pyoB,1,0.9084,4PYO,B,4PYO.B,4PYO_1,RCSB30_1630,mapped
4pytA,1,0.7498,4PYT,A,4PYT.A,4PYT_1,RCSB30_579,mapped
